,theta mu pop rise,theta var pop rise,theta mu pop fall,theta var pop fall,theta mu first rise,theta var first rise,theta mu first fall,theta var first fall,theta mu last rise,theta var last rise,theta mu last fall,theta var last fall,theta delay (ps),m,n,c,ps_bumps
0,128.0,0.0,123.4716796875,81.2433385848999,128.0,0.0,102.8955078125,2457.6170110702515,128.0,0.0,128.0,0.0,1015.625,32,1,16,115
1,128.0,0.0,121.78125,99.9638671875,128.0,0.0,93.0458984375,3077.565276145935,128.0,0.0,128.0,0.0,1022.727,22,1,11,79
2,128.0,0.0,121.25,111.767578125,128.0,0.0,92.0849609375,3127.659773826599,128.0,0.0,128.0,0.0,1041.667,12,1,6,43
3,128.0,0.0,121.3232421875,114.52344417572021,128.0,0.0,93.2861328125,3064.753088951111,128.0,0.0,128.0,0.0,1057.692,26,1,13,93
4,128.0,0.0,120.865234375,117.14004135131836,128.0,0.0,90.5234375,3205.1244506835938,128.0,0.0,128.0,0.0,1071.4289999999999,14,1,7,50
5,128.0,0.0,121.087890625,115.83016586303711,128.0,0.0,91.8447265625,3139.894835472107,128.0,0.0,128.0,0.0,1083.333,30,1,15,107
6,128.0,0.0,121.6220703125,113.63158321380615,128.0,0.0,95.328125,2951.189208984375,128.0,0.0,128.0,0.0,1093.75,16,1,8,57
7,128.0,0.0,121.087890625,115.97665023803711,128.0,0.0,91.8447265625,3139.894835472107,128.0,0.0,128.0,0.0,1111.111,18,1,9,64
8,128.0,0.0,120.798828125,116.53374862670898,128.0,0.0,89.802734375,3239.2325706481934,128.0,0.0,128.0,0.0,1125.0,20,1,10,71
9,128.0,0.0,120.8505859375,117.72669887542725,128.0,0.0,90.5234375,3205.1244506835938,128.0,0.0,128.0,0.0,1136.364,22,1,11,78
10,128.0,0.0,120.9990234375,115.11425685882568,128.0,0.0,91.00390625,3181.808578491211,128.0,0.0,128.0,0.0,1145.833,24,1,12,85
11,128.0,0.0,121.041015625,116.84402084350586,128.0,0.0,91.724609375,3145.969081878662,128.0,0.0,128.0,0.0,1153.846,26,1,13,92
12,128.0,0.0,121.2802734375,114.44781398773193,128.0,0.0,92.92578125,3083.9280853271484,128.0,0.0,128.0,0.0,1160.7140000000004,28,1,14,99
13,128.0,0.0,121.1376953125,115.08748531341553,128.0,0.0,92.0849609375,3127.659773826599,128.0,0.0,128.0,0.0,1166.667,30,1,15,106
14,128.0,0.0,121.0712890625,116.97831630706787,128.0,0.0,91.96484375,3133.791732788086,128.0,0.0,128.0,0.0,1171.875,32,1,16,113
15,128.0,0.0,121.380859375,114.04244613647461,128.0,0.0,93.646484375,3045.318386077881,128.0,0.0,128.0,0.0,1250.0,12,1,6,42
