,delta mu fall bg,delta mu rise bg,var fall bg,var rise bg,phi delay (ps) bg,delta mu fall target,delta mu rise target,var fall target,var rise target,phi delay (ps) target,diff mu fall,diff mu rise,diff var fall,diff var rise
0,-0.07208251953125,-1.13922119140625,29.12248605489731,11.818570852279663,78.125,1.64373779296875,0.27752685546875,29.93940109014511,11.679331243038177,78.125,1.7158203125,1.416748046875,0.8169150352478027,-0.1392396092414856
1,0.74041748046875,-0.88189697265625,29.606769502162933,11.73348617553711,80.645,0.17669677734375,-0.11358642578125,29.224721670150757,12.045939862728119,80.645,-0.563720703125,0.768310546875,-0.3820478320121765,0.3124536871910095
2,1.18695068359375,-0.37701416015625,29.64626979827881,11.789008140563965,83.333,1.08514404296875,0.08026123046875,29.1515993475914,11.447448194026947,83.333,-0.101806640625,0.457275390625,-0.49467045068740845,-0.3415599465370178
3,0.71527099609375,-0.99053955078125,29.008602142333984,11.697336614131927,86.20700000000002,1.28680419921875,-1.19000244140625,29.859317243099213,11.709642171859741,86.20700000000002,0.571533203125,-0.199462890625,0.8507151007652283,0.01230555772781372
4,0.25653076171875,-0.53887939453125,29.183383882045746,11.634983479976654,89.286,-0.00225830078125,-0.37701416015625,29.20343726873398,12.079047203063965,89.286,-0.2587890625,0.161865234375,0.020053386688232422,0.4440637230873108
5,1.36712646484375,-0.04425048828125,29.50897765159607,11.411621034145355,92.59299999999999,1.96893310546875,-0.57769775390625,28.986027657985687,12.180505514144897,92.59299999999999,0.601806640625,-0.533447265625,-0.5229499936103821,0.7688844799995422
6,1.70648193359375,-0.14703369140625,29.92331600189209,11.81458067893982,96.154,1.24578857421875,-1.14556884765625,28.874878346920013,11.91204833984375,96.154,-0.460693359375,-0.99853515625,-1.0484376549720764,0.09746766090393066
7,-0.05474853515625,-0.63970947265625,29.349080801010132,11.940547943115234,100.0,-0.55010986328125,-0.80035400390625,28.271237313747406,11.847371816635132,100.0,-0.495361328125,-0.16064453125,-1.0778434872627258,-0.09317612648010254
8,0.80804443359375,-0.89605712890625,30.100485801696777,11.908775091171265,104.167,1.47015380859375,-0.04229736328125,29.401511192321777,11.899899423122406,104.167,0.662109375,0.853759765625,-0.698974609375,-0.008875668048858643
9,1.40960693359375,-0.42926025390625,29.351752281188965,11.694352865219116,108.696,-0.02691650390625,-0.26885986328125,29.01272201538086,12.123269021511078,108.696,-1.4365234375,0.160400390625,-0.33903026580810547,0.42891615629196167
10,-0.31134033203125,-0.75567626953125,28.308792531490326,11.606318891048431,113.63599999999998,0.10614013671875,-0.40264892578125,29.005902230739594,12.380652844905853,113.63599999999998,0.41748046875,0.35302734375,0.6971096992492676,0.7743339538574219
11,1.28851318359375,0.09515380859375,29.465102195739746,11.451337575912476,119.04799999999999,1.34564208984375,-0.08502197265625,29.413577795028687,11.67409896850586,119.04799999999999,0.05712890625,-0.18017578125,-0.05152440071105957,0.2227613925933838
12,-0.05572509765625,-0.51397705078125,28.950141668319702,11.793287694454193,125.0,1.22991943359375,-1.29962158203125,29.348319053649902,12.037199914455414,125.0,1.28564453125,-0.78564453125,0.3981773853302002,0.2439122200012207
13,1.28314208984375,-0.04815673828125,29.461368322372437,11.63914293050766,131.579,2.07513427734375,-0.30841064453125,28.949582815170288,12.305578649044037,131.579,0.7919921875,-0.26025390625,-0.5117855072021484,0.666435718536377
14,1.50360107421875,-0.21905517578125,29.888164937496185,11.604611814022064,138.88899999999998,1.39764404296875,-1.14947509765625,28.923602521419525,11.560653686523438,138.88899999999998,-0.10595703125,-0.930419921875,-0.9645624160766602,-0.04395812749862671
15,1.78924560546875,0.09637451171875,29.682625710964203,11.772285401821136,147.059,1.30975341796875,-1.42926025390625,29.458639562129974,11.825700521469116,147.059,-0.4794921875,-1.525634765625,-0.22398614883422852,0.053415119647979736
16,1.66693115234375,0.20233154296875,29.70851492881775,11.406114518642426,156.25,1.78997802734375,-0.46807861328125,29.147218465805054,11.97592443227768,156.25,0.123046875,-0.67041015625,-0.5612964630126953,0.5698099136352539
17,-6.103515625e-05,-0.56427001953125,28.996198415756226,11.786454617977142,161.29,1.33685302734375,-0.00860595703125,28.959001302719116,11.983121812343597,161.29,1.3369140625,0.5556640625,-0.037197113037109375,0.19666719436645508
18,1.79827880859375,-0.15631103515625,30.065360069274902,11.912192344665527,166.667,1.09075927734375,-1.14752197265625,29.544599294662476,11.93703842163086,166.667,-0.70751953125,-0.9912109375,-0.5207607746124268,0.02484607696533203
19,0.84564208984375,-1.03009033203125,29.596683263778687,11.747853219509125,172.41400000000004,1.93450927734375,-0.51007080078125,29.1173837184906,12.100655019283295,172.41400000000004,1.0888671875,0.52001953125,-0.47929954528808594,0.3528017997741699
20,1.70501708984375,-0.20294189453125,29.175525426864624,11.728157460689545,178.571,1.90447998046875,-0.64703369140625,29.53098291158676,12.16956114768982,178.571,0.199462890625,-0.444091796875,0.35545748472213745,0.44140368700027466
21,0.70037841796875,-0.98126220703125,29.29528659582138,11.54196161031723,185.185,1.09246826171875,-1.19757080078125,29.205741822719574,12.30747264623642,185.185,0.39208984375,-0.21630859375,-0.08954477310180664,0.7655110359191895
22,0.31707763671875,-0.47222900390625,29.640839517116547,11.863012075424194,192.308,1.80657958984375,-0.48077392578125,29.96529746055603,12.441070020198822,192.308,1.489501953125,-0.008544921875,0.32445794343948364,0.5780579447746277
23,1.65374755859375,0.11199951171875,29.65981960296631,11.409255921840668,200.0,-0.38409423828125,-0.58697509765625,28.844341218471527,11.858016967773438,200.0,-2.037841796875,-0.698974609375,-0.8154783844947815,0.4487610459327698
