,delta mu fall bg,delta mu rise bg,var fall bg,var rise bg,phi delay (ps) bg,delta mu fall target,delta mu rise target,var fall target,var rise target,phi delay (ps) target,diff mu fall,diff mu rise,diff var fall,diff var rise
0,-2.9342041015625,-1.65936279296875,11.190364837646484,5.881465911865234,78.125,-1.2564697265625,-1.50604248046875,10.86126708984375,6.403807640075684,78.125,1.677734375,0.1533203125,-0.3290977478027344,0.5223417282104492
1,-0.7584228515625,-0.21600341796875,10.77096176147461,6.60784912109375,80.645,-0.4927978515625,0.28204345703125,12.68557357788086,7.293544769287109,80.645,0.265625,0.498046875,1.91461181640625,0.6856956481933594
2,-2.7799072265625,-1.84197998046875,10.714599609375,5.829360008239746,83.333,-1.5152587890625,-0.64080810546875,11.484618186950684,6.224249839782715,83.333,1.2646484375,1.201171875,0.7700185775756836,0.39488983154296875
3,-1.0015869140625,-0.72967529296875,11.183188438415527,6.425136566162109,86.20700000000002,0.1898193359375,0.20684814453125,12.748137474060059,7.435072898864746,86.20700000000002,1.19140625,0.9365234375,1.5649490356445312,1.0099363327026367
4,-3.0426025390625,-2.10662841796875,10.899832725524902,5.77679443359375,89.286,-1.7369384765625,-1.40838623046875,10.871322631835938,6.273367881774902,89.286,1.3056640625,0.6982421875,-0.028510093688964844,0.49657344818115234
5,-0.9244384765625,-0.36737060546875,11.188217163085938,6.924887657165527,92.59299999999999,-0.9859619140625,0.19610595703125,11.735281944274902,7.011287689208984,92.59299999999999,-0.0615234375,0.5634765625,0.5470647811889648,0.08640003204345703
6,-2.5924072265625,-1.22576904296875,11.486083984375,6.186641693115234,96.154,-1.6129150390625,-1.39373779296875,10.79617977142334,6.174129486083984,96.154,0.9794921875,-0.16796875,-0.6899042129516602,-0.01251220703125
7,-0.6783447265625,-0.21893310546875,11.56292724609375,7.03189754486084,100.0,-1.2047119140625,0.22247314453125,11.752554893493652,7.139143943786621,100.0,-0.5263671875,0.44140625,0.18962764739990234,0.10724639892578125
8,-3.1715087890625,-2.23553466796875,11.439391136169434,5.9625091552734375,104.167,-1.6070556640625,-0.56170654296875,11.385680198669434,6.486049652099609,104.167,1.564453125,1.673828125,-0.0537109375,0.5235404968261719
9,-0.9586181640625,-0.65252685546875,11.251540184020996,6.650618553161621,108.696,0.0736083984375,0.14825439453125,12.44100570678711,7.155692100524902,108.696,1.0322265625,0.80078125,1.1894655227661133,0.5050735473632812
10,-2.8121337890625,-1.96990966796875,11.634184837341309,5.8034515380859375,113.63599999999998,-2.2476806640625,-1.96990966796875,11.161101341247559,6.2233734130859375,113.63599999999998,0.564453125,0.0,-0.47308349609375,0.419921875
